ID,Avg_Annotation,Weighted_Avg_Annotation,Weighted_Avg_Annotation_Good,Weighted_R_HIT,A1,A1_R,A1_R_Good,A2,A2_R,A2_R_Good,A3,A3_R,A3_R_Good,A4,A4_R,A4_R_Good,A5,A5_R,A5_R_Good,A1xR,A1xR_R,A2xR,A2xR_R,A3xR,A3xR_R,A4xR,A4xR_R,A5xR,A5xR_R,True_Label
2329__hand_3__approach_11,0.4,0.17331291900598012,0.22449160585828243,0.22465520550587617,1,0.063322499246818736,0.16527886952112195,1,0.13915776383895068,0.32369295762967998,0,0.24636168409998446,0.44068792807119694,0,0.28160348397187135,0.60711559659874059,0,0.43784752846174901,0.6413543171321443,0,0.43784752846174901,0,0.28160348397187135,0,0.24636168409998446,1,0.13915776383895068,1,0.063322499246818736,0
211__causing_8__aim_6,0.6,0.67448446567924425,0.85692312242318691,0.21701667662359819,2,0.26400866765042991,0.51661307980782267,1,0.29508471895958299,0.43760140595340308,0,0.10758216921849158,0.20852408320750823,0,0.25876203863362002,0.25876203863362002,0,0.2949048984246942,0.2949048984246942,1,0.29508471895958299,0,0.2949048984246942,2,0.26400866765042991,0,0.25876203863362002,0,0.10758216921849158,1
3052__charity_18__raises_25,0.6,0.29835171194936044,0.41411384635791954,0.37991944881704443,3,0.13915776383895068,0.32369295762967998,0,0.24636168409998446,0.44068792807119694,0,0.28995934741541207,0.56980786959335095,0,0.33319294735731492,0.62017367294604231,0,0.39059387165059195,0.39059387165059195,0,0.39059387165059195,0,0.33319294735731492,0,0.28995934741541207,0,0.24636168409998446,3,0.13915776383895068,1
22__responsible_8__atmosphere_13,0.6,0.33122792403677542,0.42093110842344833,0.42075289777195629,2,0.13915776383895068,0.32369295762967998,1,0.29508471895958299,0.43760140595340308,0,0.4010463286131255,0.66309821605774499,0,0.41657507560283141,0.47446474857546317,0,0.47927109595820422,0.67873149689208545,0,0.47927109595820422,0,0.41657507560283141,0,0.4010463286131255,1,0.29508471895958299,2,0.13915776383895068,1
1826__physics_6__held_2,0.4,0.43603922306487952,0.45663283867571108,0.23933573091779503,1,0.21466084464156546,0.27284355818939576,1,0.35576470695968637,0.62863920409880902,0,0.19632584367434699,0.19442398845107414,0,0.24636168409998446,0.44068792807119694,0,0.29508471895958299,0.43760140595340308,1,0.35576470695968637,0,0.29508471895958299,0,0.24636168409998446,1,0.21466084464156546,0,0.19632584367434699,0
414__economies_7__mixed_6,1.2,0.93958680043417819,0.87530045602120288,0.37314028566753793,2,0.13915776383895068,0.32369295762967998,2,0.28140285219523514,0.29285311274193221,2,0.29508471895958299,0.43760140595340308,0,0.35576470695968637,0.62863920409880902,0,0.45190921851949489,0.72586618631129818,0,0.45190921851949489,0,0.35576470695968637,2,0.29508471895958299,2,0.28140285219523514,2,0.13915776383895068,1
205__Conference_4__throws_8,0.6,0.62249468182399914,0.44679073295915783,0.35857323022488979,1,0.23298199375312095,0.21074874075464331,1,0.27516798779958407,0.24654263588593983,1,0.40570133098332523,0.56221132514482286,0,0.21292869661109742,0.61983807058644924,0,0.34126676975596953,0.6424941596848065,1,0.40570133098332523,0,0.34126676975596953,1,0.27516798779958407,1,0.23298199375312095,0,0.21292869661109742,0
359__schools_9__links_6,1.0,1.2813804377285709,1.4910581335292499,0.11233241980403494,3,0.24636168409998446,0.44068792807119694,2,0.099744911319259014,0.54085071246822625,0,0.090297642543388235,0.090297642543388235,0,0.10703315701339026,0.22810687578007671,0,0.18903427955822394,0.3121772240362467,3,0.24636168409998446,0,0.18903427955822394,0,0.10703315701339026,2,0.099744911319259014,0,0.090297642543388235,1
3390__life_13__habits_14,1.2,1.0693636428043884,1.1613905032484568,0.19321070894538958,2,-0.080026753713099405,-0.080026753713099405,2,0.29508471895958299,0.43760140595340308,1,0.13915776383895068,0.32369295762967998,1,0.21941776691706522,0.35487016755553785,0,0.16389995817465292,0.16389995817465292,2,0.29508471895958299,1,0.21941776691706522,0,0.16389995817465292,1,0.13915776383895068,2,-0.080026753713099405,0
3360__outline_6__elegant_5,1.4,1.5450595708578738,1.7604271064841603,0.13891053528606551,3,0.13915776383895068,0.32369295762967998,2,0.29508471895958299,0.43760140595340308,1,-0.080026753713099405,-0.080026753713099405,1,0.21941776691706522,0.35487016755553785,0,0.16875454150411162,0.16875454150411162,2,0.29508471895958299,1,0.21941776691706522,0,0.16875454150411162,3,0.13915776383895068,1,-0.080026753713099405,2
7947__radio_9__pieced_3,0.6,0.75118832263972668,0.71101712961202079,0.24767949815089152,2,0.31674660995281834,0.38035116546921305,1,0.26400866765042991,0.51661307980782267,0,0.10758216921849158,0.20852408320750823,0,0.13915776383895068,0.32369295762967998,0,0.3672809333589398,0.3672809333589398,0,0.3672809333589398,2,0.31674660995281834,1,0.26400866765042991,0,0.13915776383895068,0,0.10758216921849158,0
5939__time_7__shivering_18,0.4,0.45866488033141839,0.50305073534770361,0.36486175361249779,2,0.26400866765042991,0.51661307980782267,0,0.13915776383895068,0.32369295762967998,0,0.21292869661109742,0.61983807058644924,0,0.25876203863362002,0.25876203863362002,0,0.27634790246441843,0.33501423753884496,0,0.27634790246441843,2,0.26400866765042991,0,0.25876203863362002,0,0.21292869661109742,0,0.13915776383895068,0
5884__manner_15__led_19,1.4,1.1432004080718912,1.4950477020355664,0.19558071714160052,3,0.14606876249978953,0.14606876249978953,2,0.099744911319259014,0.54085071246822625,2,0.24636168409998446,0.44068792807119694,0,0.23377986807223944,0.21568627450980388,0,0.26286481847005555,0.26286481847005555,0,0.26286481847005555,2,0.24636168409998446,0,0.23377986807223944,3,0.14606876249978953,2,0.099744911319259014,1
3389__active_8__swimmers_9,1.0,1.0864268004044819,0.87156120161078199,0.036315932080952497,2,0.18181703036190125,0.18181703036190125,1,0.11946464412686762,0.24182541670333715,1,0.13915776383895068,0.32369295762967998,1,0.24636168409998446,0.44068792807119694,0,0.11271721830746058,0.3836854130985885,1,0.24636168409998446,2,0.18181703036190125,1,0.13915776383895068,1,0.11946464412686762,0,0.11271721830746058,0
5944__gusty_13__shower_14,2.6,2.559245170532404,2.6034181075950884,0.66837116972679445,3,0.24636168409998446,0.44068792807119694,3,0.43784752846174901,0.6413543171321443,3,0.61534783449591479,0.66011538338932219,2,0.50161597430511118,0.56489462145953595,2,0.52259679469209153,0.58009615776738144,3,0.61534783449591479,2,0.52259679469209153,2,0.50161597430511118,3,0.43784752846174901,3,0.24636168409998446,0
325__Ripping_1__minefields_5,0.4,0.19524239712239433,0.084231357581851338,0.48332358657490987,2,0.14045165127907491,0.082422559174473414,0,0.24636168409998446,0.44068792807119694,0,0.25438703466265561,0.35655171081151465,0,0.28995934741541207,0.56980786959335095,0,0.50758159435977324,0.50758159435977324,0,0.50758159435977324,0,0.28995934741541207,0,0.25438703466265561,0,0.24636168409998446,2,0.14045165127907491,0
67__exploited_53__situation_51,1.6,1.4983978395775657,1.4278447644626497,0.088943825287422576,2,-0.080026753713099405,-0.080026753713099405,2,0.13915776383895068,0.32369295762967998,2,0.29508471895958299,0.43760140595340308,1,0.13707530118181802,0.55618651039326206,1,0.21941776691706522,0.35487016755553785,2,0.29508471895958299,1,0.21941776691706522,2,0.13915776383895068,1,0.13707530118181802,2,-0.080026753713099405,1
359__links_6__close_5,2.4,2.426281201881598,2.3946903347972648,0.19558071714160052,3,0.14606876249978953,0.14606876249978953,3,0.24636168409998446,0.44068792807119694,3,0.26286481847005555,0.26286481847005555,2,0.099744911319259014,0.54085071246822625,1,0.23377986807223944,0.21568627450980388,3,0.26286481847005555,3,0.24636168409998446,1,0.23377986807223944,3,0.14606876249978953,2,0.099744911319259014,0
7771__windows_46__blaze_41,1.6,1.6166162194766764,1.6526954555796258,0.4357876279860024,2,0.34952557935882322,0.47181350886564183,2,0.3806224270078542,0.7139320557866784,2,0.4599949044094197,0.47103541242311064,1,0.29885013830307422,0.40424625412464316,1,0.44112632369077309,0.47734033810394183,2,0.4599949044094197,1,0.44112632369077309,2,0.3806224270078542,2,0.34952557935882322,1,0.29885013830307422,0
3285__surface_30__coming_18,0.0,0.0,0.0,0.42075289777195629,0,0.13915776383895068,0.32369295762967998,0,0.29508471895958299,0.43760140595340308,0,0.4010463286131255,0.66309821605774499,0,0.41657507560283141,0.47446474857546317,0,0.47927109595820422,0.67873149689208545,0,0.47927109595820422,0,0.41657507560283141,0,0.4010463286131255,0,0.29508471895958299,0,0.13915776383895068,0
256__morally_24__inferior_25,1.2,1.0035151772633957,1.1403597518241273,-0.079676701036923411,2,-0.044637187548384687,-0.044637187548384687,2,0.099744911319259014,0.54085071246822625,2,0.24636168409998446,0.44068792807119694,0,0.086428698542530977,0.086428698542530977,0,0.21292869661109742,0.61983807058644924,2,0.24636168409998446,0,0.21292869661109742,2,0.099744911319259014,0,0.086428698542530977,2,-0.044637187548384687,2
417__British_10__response_12,1.2,1.2158630217328166,1.1956583249858477,0.66837116972679445,2,0.50161597430511118,0.56489462145953595,1,0.24636168409998446,0.44068792807119694,1,0.43784752846174901,0.6413543171321443,1,0.52259679469209153,0.58009615776738144,1,0.61534783449591479,0.66011538338932219,1,0.61534783449591479,1,0.52259679469209153,2,0.50161597430511118,1,0.43784752846174901,1,0.24636168409998446,1
7734__lines_19__current_21,1.0,0.92785762746422384,1.0268274695238764,0.3728037339058205,2,0.29508471895958299,0.43760140595340308,1,0.13915776383895068,0.32369295762967998,1,0.21466084464156546,0.27284355818939576,1,0.24636168409998446,0.44068792807119694,0,0.38763626045012145,0.38763626045012145,0,0.38763626045012145,2,0.29508471895958299,1,0.24636168409998446,1,0.21466084464156546,1,0.13915776383895068,1
40__providing_21__courses_26,0.6,0.66592928657697947,0.48048099040244052,0.077974904550364987,1,0.13915776383895068,0.32369295762967998,1,0.18903427955822394,0.3121772240362467,1,0.29508471895958299,0.43760140595340308,0,0.099744911319259014,0.54085071246822625,0,0.21292869661109742,0.61983807058644924,1,0.29508471895958299,0,0.21292869661109742,1,0.18903427955822394,1,0.13915776383895068,0,0.099744911319259014,0
7614__[formula]_13__satisfy_17,0.0,0.0,0.0,0.4357876279860024,0,0.29885013830307422,0.40424625412464316,0,0.34952557935882322,0.47181350886564183,0,0.3806224270078542,0.7139320557866784,0,0.44112632369077309,0.47734033810394183,0,0.4599949044094197,0.47103541242311064,0,0.4599949044094197,0,0.44112632369077309,0,0.3806224270078542,0,0.34952557935882322,0,0.29885013830307422,0
299__embarrassment_33__foray_26,1.2,1.0384205507382818,0.6012153248461547,0.35857323022488979,3,0.23298199375312095,0.21074874075464331,3,0.27516798779958407,0.24654263588593983,0,0.21292869661109742,0.61983807058644924,0,0.34126676975596953,0.6424941596848065,0,0.40570133098332523,0.56221132514482286,0,0.40570133098332523,0,0.34126676975596953,3,0.27516798779958407,3,0.23298199375312095,0,0.21292869661109742,0
434__people_11__overcome_18,1.4,1.2496724108706772,1.1796460482351421,0.097638232980027162,3,0.094271634377138341,0.094271634377138341,2,0.33319294735731492,0.62017367294604231,1,0.13915776383895068,0.32369295762967998,1,0.28995934741541207,0.56980786959335095,0,0.24636168409998446,0.44068792807119694,2,0.33319294735731492,1,0.28995934741541207,0,0.24636168409998446,1,0.13915776383895068,3,0.094271634377138341,0
1818__physics_9__kept_2,0.2,0.097621198561197164,0.042115678790925669,0.48332358657490987,1,0.14045165127907491,0.082422559174473414,0,0.24636168409998446,0.44068792807119694,0,0.25438703466265561,0.35655171081151465,0,0.28995934741541207,0.56980786959335095,0,0.50758159435977324,0.50758159435977324,0,0.50758159435977324,0,0.28995934741541207,0,0.25438703466265561,0,0.24636168409998446,1,0.14045165127907491,0
5927__stole_10__rubbish_11,1.6,1.5631717825741278,1.4248464548668396,0.37314028566753793,3,0.28140285219523514,0.29285311274193221,2,0.29508471895958299,0.43760140595340308,1,0.13915776383895068,0.32369295762967998,1,0.35576470695968637,0.62863920409880902,1,0.45190921851949489,0.72586618631129818,1,0.45190921851949489,1,0.35576470695968637,2,0.29508471895958299,3,0.28140285219523514,1,0.13915776383895068,0
390__material_36__produced_42,0.4,0.33517936573332674,0.23796399865271217,0.15550113807567131,1,0.02677628041090159,0.02677628041090159,1,0.18903427955822394,0.3121772240362467,0,0.028786300401370177,0.028786300401370177,0,0.099744911319259014,0.54085071246822625,0,0.29952411634592863,0.51579933310689652,0,0.29952411634592863,1,0.18903427955822394,0,0.099744911319259014,0,0.028786300401370177,1,0.02677628041090159,1
7643__line_32__integration_33,1.0,1.0927560090888273,1.2503963612417497,0.24676431854307418,2,0.13707530118181802,0.55618651039326206,2,0.29508471895958299,0.43760140595340308,1,0.21941776691706522,0.35487016755553785,0,0.13915776383895068,0.32369295762967998,0,0.2010117359498273,0.2010117359498273,2,0.29508471895958299,1,0.21941776691706522,0,0.2010117359498273,0,0.13915776383895068,2,0.13707530118181802,0
1422__services_12__links_8,0.8,0.81135582453381172,0.90314148684904982,0.20394588067916725,1,0.099744911319259014,0.54085071246822625,1,0.18903427955822394,0.3121772240362467,1,0.24636168409998446,0.44068792807119694,1,0.29952411634592863,0.51579933310689652,0,0.19406367011559381,0.19406367011559381,1,0.29952411634592863,1,0.24636168409998446,0,0.19406367011559381,1,0.18903427955822394,1,0.099744911319259014,1
205__machinery_14__spanner_10,0.8,0.5252252313275505,1.0402078173911111,0.16348552626301407,3,0.099744911319259014,0.54085071246822625,1,0.20177551616363895,0.77005354108682023,0,0.1109291749008962,0.1109291749008962,0,0.24636168409998446,0.44068792807119694,0,0.29508471895958299,0.43760140595340308,0,0.29508471895958299,0,0.24636168409998446,1,0.20177551616363895,0,0.1109291749008962,3,0.099744911319259014,0
3417__reason_3__cope_7,1.2,1.3841940193653826,1.4842486643396615,0.23292162175650061,3,0.13915776383895068,0.32369295762967998,2,0.198648792224913,0.198648792224913,1,0.099744911319259014,0.54085071246822625,0,0.092061423203833176,0.092061423203833176,0,0.13107179269553593,0.13107179269553593,2,0.198648792224913,3,0.13915776383895068,0,0.13107179269553593,1,0.099744911319259014,0,0.092061423203833176,0
6126__film_33__frightening_32,0.4,0.23294365984037307,0.36036711946506417,0.24767949815089152,2,0.13915776383895068,0.32369295762967998,0,0.10758216921849158,0.20852408320750823,0,0.26400866765042991,0.51661307980782267,0,0.31674660995281834,0.38035116546921305,0,0.3672809333589398,0.3672809333589398,0,0.3672809333589398,0,0.31674660995281834,0,0.26400866765042991,2,0.13915776383895068,0,0.10758216921849158,1
265__package_29__sell_26,0.8,0.59636709212471672,0.54008052284398345,0.21165343783034563,2,0.030766186954202399,0.030766186954202399,1,0.18903427955822394,0.3121772240362467,1,0.26135051158585709,0.26135051158585709,0,0.13088004895660915,0.13088004895660915,0,0.24636168409998446,0.44068792807119694,1,0.26135051158585709,0,0.24636168409998446,1,0.18903427955822394,0,0.13088004895660915,2,0.030766186954202399,0
7948__play_2__Foul_1,1.4,1.4272426388797748,1.4193288620841991,0.14643745378496251,2,0.20150133798151662,0.20150133798151662,2,0.29508471895958299,0.43760140595340308,1,0.19917280439161622,0.19917280439161622,1,0.2201839900957358,0.24514516892273003,1,0.24636168409998446,0.44068792807119694,2,0.29508471895958299,1,0.24636168409998446,1,0.2201839900957358,2,0.20150133798151662,1,0.19917280439161622,1
330__real_13__meeting_14,1.0,1.1393753379093694,0.83038517628430797,0.15411051971120815,3,0.19951122673574584,0.19951122673574584,1,0.24636168409998446,0.44068792807119694,1,0.29508471895958299,0.43760140595340308,0,0.099744911319259014,0.54085071246822625,0,0.15982822810371289,0.15982822810371289,1,0.29508471895958299,1,0.24636168409998446,3,0.19951122673574584,0,0.15982822810371289,0,0.099744911319259014,0
3240__reconstructions_15__founded_11,0.8,0.65330692176988758,0.78926659869588423,0.39510572404040656,2,0.23269879624199818,0.39433551198257077,1,0.21437582864101634,0.32564945529526962,1,0.29508471895958299,0.43760140595340308,0,0.27634790246441843,0.33501423753884496,0,0.47368288301778444,0.47368288301778444,0,0.47368288301778444,1,0.29508471895958299,0,0.27634790246441843,2,0.23269879624199818,1,0.21437582864101634,1
3407__feet_9__avoid_14,0.2,0.082201588663006031,0.10733302926937785,0.39722619460727027,1,0.10703315701339026,0.22810687578007671,0,0.13915776383895068,0.32369295762967998,0,0.29508471895958299,0.43760140595340308,0,0.29774085005806217,0.67275924266821652,0,0.46306487807271679,0.46306487807271679,0,0.46306487807271679,0,0.29774085005806217,0,0.29508471895958299,0,0.13915776383895068,1,0.10703315701339026,1
3405__animal_21__pillar-_7,0.6,0.51305501225266226,0.30043603982282596,0.26557983015501851,3,0.18617672377634792,0.18617672377634792,0,0.09016220369841188,0.09016220369841188,0,0.24636168409998446,0.44068792807119694,0,0.28160348397187135,0.60711559659874059,0,0.28433193371019755,0.53492269749055243,0,0.28433193371019755,0,0.28160348397187135,0,0.24636168409998446,3,0.18617672377634792,0,0.09016220369841188,0
214__rebuilding_18__contemplate_4,0.6,0.29169321543573107,0.39086598862283028,0.26457534649921632,3,0.11946464412686762,0.24182541670333715,0,0.19643540235111459,0.22730663638601023,0,0.24636168409998446,0.44068792807119694,0,0.28995934741541207,0.56980786959335095,0,0.37644628009115627,0.37644628009115627,0,0.37644628009115627,0,0.28995934741541207,0,0.24636168409998446,0,0.19643540235111459,3,0.11946464412686762,0
268__motion_10__oppose_8,0.6,0.36647657388268279,0.30941086440106147,0.48332358657490987,2,0.14045165127907491,0.082422559174473414,1,0.24636168409998446,0.44068792807119694,0,0.25438703466265561,0.35655171081151465,0,0.28995934741541207,0.56980786959335095,0,0.50758159435977324,0.50758159435977324,0,0.50758159435977324,0,0.28995934741541207,0,0.25438703466265561,1,0.24636168409998446,2,0.14045165127907491,1
10302__shop_13__admitted_21,0.6,0.49767554277839338,0.78321359107733568,0.24676431854307418,2,0.13707530118181802,0.55618651039326206,1,0.21941776691706522,0.35487016755553785,0,0.13915776383895068,0.32369295762967998,0,0.2010117359498273,0.2010117359498273,0,0.29508471895958299,0.43760140595340308,0,0.29508471895958299,1,0.21941776691706522,0,0.2010117359498273,0,0.13915776383895068,2,0.13707530118181802,0
273__act_9__obliged_11,0.8,0.73304051845189555,0.8181073864373547,0.42775323079720468,2,0.24636168409998446,0.44068792807119694,1,0.41612290976654182,0.54667415377162398,1,0.4905218361242365,0.56845533565297413,0,0.29508471895958299,0.43760140595340308,0,0.46090034451588929,0.44697638464353723,1,0.4905218361242365,0,0.46090034451588929,1,0.41612290976654182,0,0.29508471895958299,2,0.24636168409998446,2
3298__inhabit_8__column_11,0.2,0.25566070684387676,0.21340154345062232,0.18501261557725254,1,0.29508471895958299,0.43760140595340308,0,0.13915776383895068,0.32369295762967998,0,0.17585940734621702,0.17585940734621702,0,0.24636168409998446,0.44068792807119694,0,0.29774085005806217,0.67275924266821652,0,0.29774085005806217,1,0.29508471895958299,0,0.24636168409998446,0,0.17585940734621702,0,0.13915776383895068,1
7932__trunk_8__struck_10,1.4,1.3030895600174803,1.1699402634262368,0.11233241980403494,3,0.18903427955822394,0.3121772240362467,2,0.090297642543388235,0.090297642543388235,1,0.099744911319259014,0.54085071246822625,1,0.10703315701339026,0.22810687578007671,0,0.24636168409998446,0.44068792807119694,0,0.24636168409998446,3,0.18903427955822394,1,0.10703315701339026,1,0.099744911319259014,2,0.090297642543388235,0
356__head_15__buried_16,0.8,0.89061579970413363,0.95906930255121781,0.14178231460155713,1,0.099744911319259014,0.54085071246822625,1,0.13915776383895068,0.32369295762967998,1,0.21292869661109742,0.61983807058644924,1,0.29774085005806217,0.67275924266821652,0,0.092061423203833176,0.092061423203833176,1,0.29774085005806217,1,0.21292869661109742,1,0.13915776383895068,1,0.099744911319259014,0,0.092061423203833176,0
210__department_3__escapes_6,1.2,1.1908747894128118,1.3470186687066334,0.21701667662359819,3,0.26400866765042991,0.51661307980782267,1,0.10758216921849158,0.20852408320750823,1,0.25876203863362002,0.25876203863362002,1,0.2949048984246942,0.2949048984246942,0,0.29508471895958299,0.43760140595340308,0,0.29508471895958299,1,0.2949048984246942,3,0.26400866765042991,1,0.25876203863362002,1,0.10758216921849158,1
1830__hair_6__Apart_1,0.2,0.28900408883982104,0.24571992477669644,0.27239705715982854,1,0.29508471895958299,0.43760140595340308,0,0.099744911319259014,0.54085071246822625,0,0.14606876249978953,0.14606876249978953,0,0.23377986807223944,0.21568627450980388,0,0.24636168409998446,0.44068792807119694,1,0.29508471895958299,0,0.24636168409998446,0,0.23377986807223944,0,0.14606876249978953,0,0.099744911319259014,1
279__ears_3__bending_2,1.6,2.3175165109885243,2.2014991232077419,0.13891053528606551,3,0.29508471895958299,0.43760140595340308,2,0.13915776383895068,0.32369295762967998,2,0.16875454150411162,0.16875454150411162,1,0.21941776691706522,0.35487016755553785,0,-0.080026753713099405,-0.080026753713099405,3,0.29508471895958299,1,0.21941776691706522,2,0.16875454150411162,2,0.13915776383895068,0,-0.080026753713099405,3
212__departments_2__designed_13,0.2,0.25695339020792374,0.23293576948843639,0.42775323079720468,1,0.4905218361242365,0.56845533565297413,0,0.24636168409998446,0.44068792807119694,0,0.29508471895958299,0.43760140595340308,0,0.41612290976654182,0.54667415377162398,0,0.46090034451588929,0.44697638464353723,1,0.4905218361242365,0,0.46090034451588929,0,0.41612290976654182,0,0.29508471895958299,0,0.24636168409998446,1
57__immunities_19__emphasis_16,0.8,0.91335901506045369,0.90502304942692768,0.097638232980027162,2,0.28995934741541207,0.56980786959335095,1,0.094271634377138341,0.094271634377138341,1,0.33319294735731492,0.62017367294604231,0,0.13915776383895068,0.32369295762967998,0,0.24636168409998446,0.44068792807119694,1,0.33319294735731492,2,0.28995934741541207,0,0.24636168409998446,0,0.13915776383895068,1,0.094271634377138341,1
7679__direction_18__field_21,0.4,0.17847727871851138,0.019927077834389711,0.41674239434913585,2,0.13619720578466404,0.023872931670766803,0,0.24636168409998446,0.44068792807119694,0,0.28995934741541207,0.56980786959335095,0,0.39781289950356158,0.68083031009651818,0,0.45588224747225414,0.68083031009651818,0,0.45588224747225414,0,0.39781289950356158,0,0.28995934741541207,0,0.24636168409998446,2,0.13619720578466404,1
7618__[formula]_30__form_29,1.2,1.2460145047468301,0.8906182142817447,0.038700044588476923,3,0.17305474476229357,0.17305474476229357,2,0.21437582864101634,0.32564945529526962,1,0.072167520350194386,0.072167520350194386,0,0.11271721830746058,0.3836854130985885,0,0.24636168409998446,0.44068792807119694,0,0.24636168409998446,2,0.21437582864101634,3,0.17305474476229357,0,0.11271721830746058,1,0.072167520350194386,1
6027__able_5__assembled_9,1.2,0.72732544417815825,0.85104445208573076,0.23874955451143023,2,-0.080026753713099405,-0.080026753713099405,2,0.13915776383895068,0.32369295762967998,2,0.20757681550547721,0.20757681550547721,0,0.17160081533119356,0.17160081533119356,0,0.29508471895958299,0.43760140595340308,0,0.29508471895958299,2,0.20757681550547721,0,0.17160081533119356,2,0.13915776383895068,2,-0.080026753713099405,0
10428__live_5__stroke_8,0.2,0.33875556129566947,0.33911399764605166,0.21585248064168427,1,0.43784752846174901,0.6413543171321443,0,0.042372979761103262,-0.33281588615509455,0,0.24636168409998446,0.44068792807119694,0,0.28160348397187135,0.60711559659874059,0,0.28433193371019755,0.53492269749055243,1,0.43784752846174901,0,0.28433193371019755,0,0.28160348397187135,0,0.24636168409998446,0,0.042372979761103262,0
