HIT ID	Pairwise R, Unweighted	Pairwise R, Weighted	Average Pairwise R, Weighted
3PR3LXCWSEYDQCNYCJ2CIBZY8189XZ	Worker 194 and Worker 2 R-Value: 0.387904351991, Worker 194 and Worker 43 R-Value: 0.509444696022, Worker 194 and Worker 179 R-Value: 0.867952152323, Worker 194 and Worker 4 R-Value: 0.64499973125, Worker 2 and Worker 43 R-Value: 0.706626246451, Worker 2 and Worker 179 R-Value: 0.223980410037, Worker 2 and Worker 4 R-Value: 0.447324059524, Worker 43 and Worker 179 R-Value: 0.381356384905, Worker 43 and Worker 4 R-Value: 0.738548945876, Worker 179 and Worker 4 R-Value: 0.665719023449	Worker 194 and Worker 2 Weighted R-Value: 0.176095809342, Worker 194 and Worker 43 Weighted R-Value: 0.230989173755, Worker 194 and Worker 179 Weighted R-Value: 0.426916122301, Worker 194 and Worker 4 Weighted R-Value: 0.273559337536, Worker 2 and Worker 43 Weighted R-Value: 0.225376317686, Worker 2 and Worker 179 Weighted R-Value: 0.080050446109, Worker 2 and Worker 4 Weighted R-Value: 0.12957033748, Worker 43 and Worker 179 Weighted R-Value: 0.136085451063, Worker 43 and Worker 4 Weighted R-Value: 0.213516779946, Worker 179 and Worker 4 Weighted R-Value: 0.21805986862	0.560799513928	0.557385600183
3KI0JD2ZU0HWTEF9WZV242V8G7R67W	Worker 100 and Worker 2 R-Value: 0.261892463308, Worker 100 and Worker 205 R-Value: 0.22366876444, Worker 100 and Worker 48 R-Value: 0.0211793435522, Worker 100 and Worker 179 R-Value: 0.727287123629, Worker 2 and Worker 205 R-Value: 0.500870322678, Worker 2 and Worker 48 R-Value: 0.225281778445, Worker 2 and Worker 179 R-Value: 0.434958836201, Worker 205 and Worker 48 R-Value: -0.0438810388579, Worker 205 and Worker 179 R-Value: 0.399406283172, Worker 48 and Worker 179 R-Value: 0.0979883001696	Worker 100 and Worker 2 Weighted R-Value: 0.0751484027017, Worker 100 and Worker 205 Weighted R-Value: 0.0586462986823, Worker 100 and Worker 48 Weighted R-Value: 0.005050031162, Worker 100 and Worker 179 Weighted R-Value: 0.236253850973, Worker 2 and Worker 205 Weighted R-Value: 0.147635666472, Worker 2 and Worker 48 Weighted R-Value: 0.0610509225564, Worker 2 and Worker 179 Weighted R-Value: 0.155453992031, Worker 205 and Worker 48 Weighted R-Value: -0.0108059633592, Worker 205 and Worker 179 Weighted R-Value: 0.13286535143, Worker 48 and Worker 179 Weighted R-Value: 0.0302682846212	0.304976539669	0.284865217674
3LAZVA75NHQFWJO7QJ01PB0RQRFO23	Worker 19 and Worker 109 R-Value: -0.033738760012, Worker 19 and Worker 4 R-Value: 0.136185548575, Worker 19 and Worker 93 R-Value: -0.553216533683, Worker 19 and Worker 106 R-Value: 0.316419427523, Worker 19 and Worker 107 R-Value: 0.366777489603, Worker 109 and Worker 4 R-Value: 0.19221293611, Worker 109 and Worker 93 R-Value: -0.0900937462696, Worker 109 and Worker 106 R-Value: -0.315244162496, Worker 109 and Worker 107 R-Value: 0.607701334419, Worker 4 and Worker 93 R-Value: -0.355579501109, Worker 4 and Worker 106 R-Value: 0.353465035377, Worker 4 and Worker 107 R-Value: 0.343213799363, Worker 93 and Worker 106 R-Value: -0.198810693122, Worker 93 and Worker 107 R-Value: -0.340667225614, Worker 106 and Worker 107 R-Value: -0.111751673959	Worker 19 and Worker 109 Weighted R-Value: -0.00851560478999, Worker 19 and Worker 4 Weighted R-Value: 0.0346740213128, Worker 19 and Worker 93 Weighted R-Value: -0.0961348969578, Worker 19 and Worker 106 Weighted R-Value: 0.0490650829431, Worker 19 and Worker 107 Weighted R-Value: 0.12628801563, Worker 109 and Worker 4 Weighted R-Value: 0.0495144814276, Worker 109 and Worker 93 Weighted R-Value: -0.0159256921961, Worker 109 and Worker 106 Weighted R-Value: -0.0498265455592, Worker 109 and Worker 107 Weighted R-Value: 0.211061574287, Worker 4 and Worker 93 Weighted R-Value: -0.0636410519605, Worker 4 and Worker 106 Weighted R-Value: 0.0566489194653, Worker 4 and Worker 107 Weighted R-Value: 0.119960688175, Worker 93 and Worker 106 Weighted R-Value: -0.0157921634618, Worker 93 and Worker 107 Weighted R-Value: -0.0915330348256, Worker 106 and Worker 107 Weighted R-Value: -0.0279352940618	0.0815754594542	0.0211248849803
3PCPFX4U4ZP2IPDZTR7CYZPGEV4FQM	Worker 1 and Worker 2 R-Value: 0.210910110128, Worker 1 and Worker 5 R-Value: 0.228260436236, Worker 1 and Worker 4 R-Value: -0.257712847987, Worker 1 and Worker 6 R-Value: 0.204441955933, Worker 2 and Worker 5 R-Value: 0.290651376639, Worker 2 and Worker 4 R-Value: 0.140202053863, Worker 2 and Worker 6 R-Value: 0.290651376639, Worker 5 and Worker 4 R-Value: 0.0414157683281, Worker 5 and Worker 6 R-Value: 0.236363636364, Worker 4 and Worker 6 R-Value: 0.0745483829906	Worker 1 and Worker 2 Weighted R-Value: 0.0569124516965, Worker 1 and Worker 5 Weighted R-Value: 0.0478612824241, Worker 1 and Worker 4 Weighted R-Value: -0.061850647718, Worker 1 and Worker 6 Weighted R-Value: 0.0431050866302, Worker 2 and Worker 5 Weighted R-Value: 0.0753765468101, Worker 2 and Worker 4 Weighted R-Value: 0.0406104412395, Worker 2 and Worker 6 Weighted R-Value: 0.0757149425569, Worker 5 and Worker 4 Weighted R-Value: 0.00950461716393, Worker 5 and Worker 6 Weighted R-Value: 0.0473523986441, Worker 4 and Worker 6 Weighted R-Value: 0.017195105102	0.146555017873	0.145973224913
3LB1BGHFL1VLAWMMFLTVSP7J4EITY2	Worker 49 and Worker 81 R-Value: 0.38299606178, Worker 49 and Worker 4 R-Value: 0.164784089532, Worker 49 and Worker 79 R-Value: 0.00661671521791, Worker 49 and Worker 67 R-Value: -0.188968293078, Worker 81 and Worker 4 R-Value: 6.30360996019e-17, Worker 81 and Worker 79 R-Value: 0.212026047822, Worker 81 and Worker 67 R-Value: -0.275240941282, Worker 4 and Worker 79 R-Value: 0.361954186519, Worker 4 and Worker 67 R-Value: 0.550091331338, Worker 79 and Worker 67 R-Value: 0.542083290514	Worker 49 and Worker 81 Weighted R-Value: 0.0566135439939, Worker 49 and Worker 4 Weighted R-Value: 0.033729571968, Worker 49 and Worker 79 Weighted R-Value: 0.00102358794271, Worker 49 and Worker 67 Weighted R-Value: -0.0331962373981, Worker 81 and Worker 4 Weighted R-Value: 1.27925898744e-17, Worker 81 and Worker 79 Weighted R-Value: 0.0324290649792, Worker 81 and Worker 67 Weighted R-Value: -0.0478704933394, Worker 4 and Worker 79 Weighted R-Value: 0.075945382324, Worker 4 and Worker 67 Weighted R-Value: 0.126957818336, Worker 79 and Worker 67 Weighted R-Value: 0.0980096737773	0.187362386006	0.175634248836
3HXCEECSQLSHW8VLLDIDED80PAKYZ3	Worker 2 and Worker 131 R-Value: 0.314383856619, Worker 2 and Worker 123 R-Value: 0.353991070417, Worker 2 and Worker 4 R-Value: 0.264135271898, Worker 2 and Worker 150 R-Value: 0.438922859915, Worker 131 and Worker 123 R-Value: 0.321709603417, Worker 131 and Worker 4 R-Value: -0.122524507352, Worker 131 and Worker 150 R-Value: 0.232689460498, Worker 123 and Worker 4 R-Value: 0.0837617851721, Worker 123 and Worker 150 R-Value: 0.194423988451, Worker 4 and Worker 150 R-Value: 0.276955854703	Worker 2 and Worker 131 Weighted R-Value: 0.0857860458811, Worker 2 and Worker 123 Weighted R-Value: 0.119518916771, Worker 2 and Worker 4 Weighted R-Value: 0.0765085078511, Worker 2 and Worker 150 Weighted R-Value: 0.13716135831, Worker 131 and Worker 123 Weighted R-Value: 0.0936183061297, Worker 131 and Worker 4 Weighted R-Value: -0.0297767001054, Worker 131 and Worker 150 Weighted R-Value: 0.0618640555223, Worker 123 and Worker 4 Weighted R-Value: 0.0257809282377, Worker 123 and Worker 150 Weighted R-Value: 0.0642819161283, Worker 4 and Worker 150 Weighted R-Value: 0.0782819752254	0.243053322685	0.235844924374
3BCRDCM0OCTKOTMTFTKB870UMRTK6I	Worker 216 and Worker 217 R-Value: 0.605206039832, Worker 216 and Worker 215 R-Value: 0.445941292508, Worker 216 and Worker 48 R-Value: 0.474935690146, Worker 216 and Worker 49 R-Value: 0.490990253031, Worker 216 and Worker 218 R-Value: -0.478091443734, Worker 217 and Worker 215 R-Value: 0.363636363636, Worker 217 and Worker 48 R-Value: -0.0847173742087, Worker 217 and Worker 49 R-Value: 0.437905656091, Worker 217 and Worker 218 R-Value: -0.266500895445, Worker 215 and Worker 48 R-Value: -0.127076061313, Worker 215 and Worker 49 R-Value: 0.291937104061, Worker 215 and Worker 218 R-Value: -0.213200716356, Worker 48 and Worker 49 R-Value: 0.181369062528, Worker 48 and Worker 218 R-Value: -0.19867985356, Worker 49 and Worker 218 R-Value: 0.0	Worker 216 and Worker 217 Weighted R-Value: 0.168590267839, Worker 216 and Worker 215 Weighted R-Value: 0.0776435314104, Worker 216 and Worker 48 Weighted R-Value: 0.105276841278, Worker 216 and Worker 49 Weighted R-Value: 0.0909317971034, Worker 216 and Worker 218 Weighted R-Value: -0.0767390426669, Worker 217 and Worker 215 Weighted R-Value: 0.0843065479773, Worker 217 and Worker 48 Weighted R-Value: -0.0236697733744, Worker 217 and Worker 49 Weighted R-Value: 0.106381416057, Worker 217 and Worker 218 Weighted R-Value: -0.0581618687566, Worker 215 and Worker 48 Weighted R-Value: -0.0222309076329, Worker 215 and Worker 49 Weighted R-Value: 0.0404266022714, Worker 215 and Worker 218 Weighted R-Value: -0.0242595765228, Worker 48 and Worker 49 Weighted R-Value: 0.0337402695371, Worker 48 and Worker 218 Weighted R-Value: -0.0320552882128, Worker 49 and Worker 218 Weighted R-Value: 0.0	0.162583961292	0.128243674481
30EV7DWJTUUF8YBAJ8L2HFF5K6U6YR	Worker 48 and Worker 2 R-Value: 0.216356155749, Worker 48 and Worker 4 R-Value: -0.202382652083, Worker 48 and Worker 185 R-Value: -0.216356155749, Worker 48 and Worker 188 R-Value: 0.383994083692, Worker 48 and Worker 187 R-Value: -0.178561971758, Worker 2 and Worker 4 R-Value: 0.200445931434, Worker 2 and Worker 185 R-Value: 0.214285714286, Worker 2 and Worker 188 R-Value: 0.528221409205, Worker 2 and Worker 187 R-Value: -1.15497941569e-17, Worker 4 and Worker 185 R-Value: 0.133630620956, Worker 4 and Worker 188 R-Value: 0.395284707521, Worker 4 and Worker 187 R-Value: 0.437905656091, Worker 185 and Worker 188 R-Value: 0.316932845523, Worker 185 and Worker 187 R-Value: 0.0, Worker 188 and Worker 187 R-Value: 0.107705054607	Worker 48 and Worker 2 Weighted R-Value: 0.0586320962148, Worker 48 and Worker 4 Weighted R-Value: -0.0488054147292, Worker 48 and Worker 185 Weighted R-Value: -0.0432215325349, Worker 48 and Worker 188 Weighted R-Value: 0.120690092508, Worker 48 and Worker 187 Weighted R-Value: -0.0243836494, Worker 2 and Worker 4 Weighted R-Value: 0.0580604741225, Worker 2 and Worker 185 Weighted R-Value: 0.0532012900414, Worker 2 and Worker 188 Weighted R-Value: 0.191641026426, Worker 2 and Worker 187 Weighted R-Value: -2.13738253078e-18, Worker 4 and Worker 185 Weighted R-Value: 0.0291887733556, Worker 4 and Worker 188 Weighted R-Value: 0.131614171987, Worker 4 and Worker 187 Weighted R-Value: 0.0679691562364, Worker 185 and Worker 188 Weighted R-Value: 0.0924102001598, Worker 185 and Worker 187 Weighted R-Value: 0.0, Worker 188 and Worker 187 Weighted R-Value: 0.0245957386093	0.198273481863	0.155830759965
3ZG552ORAL3AM3X4RVMFK3UZMKVV2V	Worker 68 and Worker 208 R-Value: 0.710498200074, Worker 68 and Worker 62 R-Value: 0.0, Worker 68 and Worker 2 R-Value: 0.546164310941, Worker 68 and Worker 48 R-Value: 0.139890927598, Worker 208 and Worker 62 R-Value: 0.0800640769025, Worker 208 and Worker 2 R-Value: 0.53218115639, Worker 208 and Worker 48 R-Value: 0.238541405436, Worker 62 and Worker 2 R-Value: -0.123091490979, Worker 62 and Worker 48 R-Value: 0.220694903627, Worker 2 and Worker 48 R-Value: 0.32089441473	Worker 68 and Worker 208 Weighted R-Value: 0.263499089722, Worker 68 and Worker 62 Weighted R-Value: 0.0, Worker 68 and Worker 2 Weighted R-Value: 0.183213474113, Worker 68 and Worker 48 Weighted R-Value: 0.0401420470282, Worker 208 and Worker 62 Weighted R-Value: 0.0203385846779, Worker 208 and Worker 2 Weighted R-Value: 0.188876854203, Worker 208 and Worker 48 Weighted R-Value: 0.0730910981216, Worker 62 and Worker 2 Weighted R-Value: -0.0269100719842, Worker 62 and Worker 48 Weighted R-Value: 0.0375437483473, Worker 2 and Worker 48 Weighted R-Value: 0.0869617605014	0.309232760809	0.266583790472
39XCQ6V3KX3H6A1Q86G56IHCP1K655	Worker 142 and Worker 140 R-Value: 0.611259637328, Worker 142 and Worker 48 R-Value: 0.203218933919, Worker 142 and Worker 4 R-Value: 0.610177073228, Worker 142 and Worker 139 R-Value: 0.631670275598, Worker 142 and Worker 138 R-Value: 0.451753951453, Worker 140 and Worker 48 R-Value: 0.174921381579, Worker 140 and Worker 4 R-Value: 0.921471640733, Worker 140 and Worker 139 R-Value: 0.777360177426, Worker 140 and Worker 138 R-Value: 0.591726335414, Worker 48 and Worker 4 R-Value: 0.172626802685, Worker 48 and Worker 139 R-Value: 0.217925983248, Worker 48 and Worker 138 R-Value: 0.22951239102, Worker 4 and Worker 139 R-Value: 0.829212100777, Worker 4 and Worker 138 R-Value: 0.643183109138, Worker 139 and Worker 138 R-Value: 0.696808186436	Worker 142 and Worker 140 Weighted R-Value: 0.341377446338, Worker 142 and Worker 48 Weighted R-Value: 0.0735765966995, Worker 142 and Worker 4 Weighted R-Value: 0.232303137969, Worker 142 and Worker 139 Weighted R-Value: 0.333325512154, Worker 142 and Worker 138 Weighted R-Value: 0.231346082761, Worker 140 and Worker 48 Weighted R-Value: 0.0732783703875, Worker 140 and Worker 4 Weighted R-Value: 0.403217773573, Worker 140 and Worker 139 Weighted R-Value: 0.454409793206, Worker 140 and Worker 138 Weighted R-Value: 0.336675902667, Worker 48 and Worker 4 Weighted R-Value: 0.0416296684114, Worker 48 and Worker 139 Weighted R-Value: 0.0845833785407, Worker 48 and Worker 138 Weighted R-Value: 0.0855039748599, Worker 4 and Worker 139 Weighted R-Value: 0.337313047441, Worker 4 and Worker 138 Weighted R-Value: 0.251616262506, Worker 139 and Worker 138 Weighted R-Value: 0.375007880673	0.546437786879	0.517521865332
